info @storybook/react v6.1.18
info 
info => Cleaning outputDir /var/folders/77/_0gptm0s1t92tf6_ntg6t0vc0000gp/T/chromatic--94953-J6JSzDWLLpzt
info => Copying static files from: public
info => Using prebuilt manager
info => Building preview..
info => Loading preview config..
info => Loading presets
info => Loading 1 config file in "./.storybook"
info => Loading 7 other files in "./.storybook"
info => Adding stories defined in ".storybook/main.js"
info => Loading Webpack configuration from `node_modules/react-scripts`
info => Removing existing JavaScript and TypeScript rules.
info => Modifying Create React App rules.
info => Using default Webpack setup
info => Compiling preview..
<s> [webpack.Progress] 0% compiling
<s> [webpack.Progress] 10% building 0/0 modules 0 active 
<s> [webpack.Progress] 10% building 0/1 modules 1 active multi /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/core/dist/server/common/polyfills.js /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/core/dist/server/preview/globals.js /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/.storybook/storybook-init-framework-entry.js /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-docs/dist/frameworks/common/config.js-generated-other-entry.js /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-docs/dist/frameworks/react/config.js-generated-other-entry.js /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-links/dist/preset/addDecorator.js-generated-other-entry.js /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-actions/dist/preset/addDecorator.js-generated-other-entry.js /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-actions/dist/preset/addArgs.js-generated-other-entry.js /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-backgrounds/dist/preset/addDecorator.js-generated-other-entry.js /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-backgrounds/dist/preset/addParameter.js-generated-other-entry.js /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/.storybook/preview.js-generated-config-entry.js /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/.storybook/generated-stories-entry.js
<s> [webpack.Progress] 10% building 1/1 modules 0 active 
<s> [webpack.Progress] 68% building 1153/1177 modules 24 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/object-keys/implementation.js
<s> [webpack.Progress] 68% building 1154/1177 modules 23 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/object-keys/implementation.js
<s> [webpack.Progress] 68% building 1155/1177 modules 22 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/object-keys/implementation.js
<s> [webpack.Progress] 68% building 1155/1178 modules 23 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash-es/_cloneArrayBuffer.js
<s> [webpack.Progress] 68% building 1155/1179 modules 24 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash-es/_baseCreate.js
<s> [webpack.Progress] 68% building 1155/1180 modules 25 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash-es/_getPrototype.js
<s> [webpack.Progress] 68% building 1155/1181 modules 26 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash-es/_copyObject.js
<s> [webpack.Progress] 68% building 1156/1181 modules 25 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash-es/_copyObject.js
<s> [webpack.Progress] 68% building 1156/1182 modules 26 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/is-string/index.js
<s> [webpack.Progress] 68% building 1157/1182 modules 25 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/is-string/index.js
<s> [webpack.Progress] 68% building 1158/1182 modules 24 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/is-string/index.js
<s> [webpack.Progress] 68% building 1159/1182 modules 23 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/is-string/index.js
<s> [webpack.Progress] 68% building 1160/1182 modules 22 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/is-string/index.js
<s> [webpack.Progress] 68% building 1160/1183 modules 23 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/get-intrinsic/index.js
<s> [webpack.Progress] 68% building 1161/1183 modules 22 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/get-intrinsic/index.js
<s> [webpack.Progress] 68% building 1161/1184 modules 23 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/call-bind/index.js
<s> [webpack.Progress] 68% building 1162/1184 modules 22 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/call-bind/index.js
<s> [webpack.Progress] 68% building 1163/1184 modules 21 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/call-bind/index.js
<s> [webpack.Progress] 68% building 1164/1184 modules 20 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/call-bind/index.js
<s> [webpack.Progress] 69% building 1165/1184 modules 19 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/call-bind/index.js
<s> [webpack.Progress] 68% building 1165/1185 modules 20 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/property-information/html.js
<s> [webpack.Progress] 69% building 1166/1185 modules 19 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/property-information/html.js
<s> [webpack.Progress] 69% building 1167/1185 modules 18 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/property-information/html.js
<s> [webpack.Progress] 69% building 1168/1185 modules 17 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/property-information/html.js
<s> [webpack.Progress] 69% building 1169/1185 modules 16 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/property-information/html.js
<s> [webpack.Progress] 69% building 1170/1185 modules 15 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/property-information/html.js
<s> [webpack.Progress] 69% building 1171/1185 modules 14 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/property-information/html.js
<s> [webpack.Progress] 69% building 1171/1186 modules 15 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/util/node_modules/inherits/inherits_browser.js
<s> [webpack.Progress] 69% building 1172/1186 modules 14 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/util/node_modules/inherits/inherits_browser.js
<s> [webpack.Progress] 69% building 1172/1187 modules 15 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/es-abstract/2020/RequireObjectCoercible.js
<s> [webpack.Progress] 69% building 1173/1187 modules 14 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/es-abstract/2020/RequireObjectCoercible.js
<s> [webpack.Progress] 69% building 1174/1187 modules 13 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/es-abstract/2020/RequireObjectCoercible.js
<s> [webpack.Progress] 69% building 1175/1187 modules 12 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/es-abstract/2020/RequireObjectCoercible.js
<s> [webpack.Progress] 69% building 1176/1187 modules 11 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/es-abstract/2020/RequireObjectCoercible.js
<s> [webpack.Progress] 69% building 1177/1187 modules 10 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/es-abstract/2020/RequireObjectCoercible.js
<s> [webpack.Progress] 69% building 1178/1187 modules 9 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/es-abstract/2020/RequireObjectCoercible.js
<s> [webpack.Progress] 69% building 1179/1187 modules 8 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/es-abstract/2020/RequireObjectCoercible.js
<s> [webpack.Progress] 69% building 1180/1187 modules 7 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/es-abstract/2020/RequireObjectCoercible.js
<s> [webpack.Progress] 69% building 1181/1187 modules 6 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/es-abstract/2020/RequireObjectCoercible.js
<s> [webpack.Progress] 69% building 1181/1188 modules 7 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash-es/memoize.js
<s> [webpack.Progress] 69% building 1182/1188 modules 6 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash-es/memoize.js
<s> [webpack.Progress] 69% building 1183/1188 modules 5 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash-es/memoize.js
<s> [webpack.Progress] 69% building 1183/1189 modules 6 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/core/dist/client/preview/NoDocs.js
<s> [webpack.Progress] 69% building 1184/1189 modules 5 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/core/dist/client/preview/NoDocs.js
<s> [webpack.Progress] 69% building 1184/1190 modules 6 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/source-map/lib/util.js
<s> [webpack.Progress] 69% building 1184/1191 modules 7 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/source-map/lib/base64-vlq.js
<s> [webpack.Progress] 69% building 1185/1191 modules 6 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/source-map/lib/base64-vlq.js
<s> [webpack.Progress] 69% building 1185/1192 modules 7 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/source-map/lib/quick-sort.js
<s> [webpack.Progress] 69% building 1185/1193 modules 8 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/is-alphanumerical/index.js
<s> [webpack.Progress] 69% building 1186/1193 modules 7 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/is-alphanumerical/index.js
<s> [webpack.Progress] 69% building 1186/1194 modules 8 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/channel-postmessage/dist/index.js
<s> [webpack.Progress] 69% building 1186/1195 modules 9 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/is-hexadecimal/index.js
<s> [webpack.Progress] 69% building 1186/1196 modules 10 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/is-decimal/index.js
<s> [webpack.Progress] 69% building 1187/1196 modules 9 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/is-decimal/index.js
<s> [webpack.Progress] 69% building 1187/1197 modules 10 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash-es/_assignValue.js
<s> [webpack.Progress] 69% building 1187/1198 modules 11 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/_createSet.js
<s> [webpack.Progress] 69% building 1187/1199 modules 12 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/promise.prototype.finally/requirePromise.js
<s> [webpack.Progress] 69% building 1187/1200 modules 13 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/es-abstract/2020/CreateDataProperty.js
<s> [webpack.Progress] 69% building 1187/1201 modules 14 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/es-abstract/2020/ToString.js
<s> [webpack.Progress] 69% building 1187/1202 modules 15 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/promise.prototype.finally/polyfill.js
<s> [webpack.Progress] 69% building 1187/1203 modules 16 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/_arrayIncludesWith.js
<s> [webpack.Progress] 69% building 1187/1204 modules 17 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/array.prototype.flat/shim.js
<s> [webpack.Progress] 69% building 1188/1204 modules 16 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/array.prototype.flat/shim.js
<s> [webpack.Progress] 69% building 1188/1205 modules 17 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/_arrayIncludes.js
<s> [webpack.Progress] 69% building 1189/1205 modules 16 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/_arrayIncludes.js
<s> [webpack.Progress] 69% building 1189/1206 modules 17 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/react-color/es/helpers/hue.js
<s> [webpack.Progress] 69% building 1189/1207 modules 18 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/cloneDeep.js
<s> [webpack.Progress] 69% building 1190/1207 modules 17 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/cloneDeep.js
<s> [webpack.Progress] 69% building 1191/1207 modules 16 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/cloneDeep.js
<s> [webpack.Progress] 69% building 1191/1208 modules 17 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/es-abstract/2020/ToNumber.js
<s> [webpack.Progress] 69% building 1191/1209 modules 18 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/es-abstract/helpers/maxSafeInteger.js
<s> [webpack.Progress] 69% building 1191/1210 modules 19 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/string.prototype.matchall/auto.js
<s> [webpack.Progress] 69% building 1191/1211 modules 20 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/globalthis/auto.js
<s> [webpack.Progress] 68% building 1191/1212 modules 21 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/promise.allsettled/auto.js
<s> [webpack.Progress] 69% building 1192/1212 modules 20 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/promise.allsettled/auto.js
<s> [webpack.Progress] 69% building 1193/1212 modules 19 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/promise.allsettled/auto.js
<s> [webpack.Progress] 69% building 1193/1213 modules 20 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/symbol.prototype.description/shim.js
<s> [webpack.Progress] 68% building 1193/1214 modules 21 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/object.fromentries/shim.js
<s> [webpack.Progress] 68% building 1193/1215 modules 22 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/array.prototype.flatmap/shim.js
<s> [webpack.Progress] 68% building 1194/1215 modules 21 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/array.prototype.flatmap/shim.js
<s> [webpack.Progress] 69% building 1195/1215 modules 20 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/array.prototype.flatmap/shim.js
<s> [webpack.Progress] 69% building 1196/1215 modules 19 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/array.prototype.flatmap/shim.js
<s> [webpack.Progress] 69% building 1197/1215 modules 18 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/array.prototype.flatmap/shim.js
<s> [webpack.Progress] 69% building 1197/1216 modules 19 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/es-abstract/5/ToInteger.js
<s> [webpack.Progress] 69% building 1197/1217 modules 20 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/property-information/find.js
<s> [webpack.Progress] 69% building 1198/1217 modules 19 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/property-information/find.js
<s> [webpack.Progress] 69% building 1199/1217 modules 18 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/property-information/find.js
<s> [webpack.Progress] 69% building 1200/1217 modules 17 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/property-information/find.js
<s> [webpack.Progress] 69% building 1200/1218 modules 18 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/_baseEach.js
<s> [webpack.Progress] 69% building 1201/1218 modules 17 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/_baseEach.js
<s> [webpack.Progress] 69% building 1202/1218 modules 16 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/lodash/_baseEach.js
<s> [webpack.Progress] 69% building 1202/1219 modules 17 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/property-information/normalize.js
<s> [webpack.Progress] 69% building 1203/1219 modules 16 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/property-information/normalize.js
<s> [webpack.Progress] 69% building 1204/1219 modules 15 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/property-information/normalize.js
<s> [webpack.Progress] 69% building 1205/1219 modules 14 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/property-information/normalize.js
<s> [webpack.Progress] 69% building 1206/1219 modules 13 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/property-information/normalize.js
<s> [webpack.Progress] 69% building 1207/1219 modules 12 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/property-information/normalize.js
<s> [webpack.Progress] 69% building 1208/1219 modules 11 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/property-information/normalize.js
<s> [webpack.Progress] 69% building 1209/1219 modules 10 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/property-information/normalize.js
<s> [webpack.Progress] 69% building 1210/1219 modules 9 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/property-information/normalize.js
<s> [webpack.Progress] 69% building 1211/1219 modules 8 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/property-information/normalize.js
<s> [webpack.Progress] 69% building 1212/1219 modules 7 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/property-information/normalize.js
<s> [webpack.Progress] 69% building 1213/1219 modules 6 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/property-information/normalize.js
<s> [webpack.Progress] 69% building 1214/1219 modules 5 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/property-information/normalize.js
<s> [webpack.Progress] 69% building 1215/1219 modules 4 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/property-information/normalize.js
<s> [webpack.Progress] 69% building 1215/1220 modules 5 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-docs/dist/frameworks/react/propTypes/sortProps.js
<s> [webpack.Progress] 69% building 1215/1221 modules 6 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-docs/dist/frameworks/react/propTypes/rawDefaultPropResolvers.js
<s> [webpack.Progress] 69% building 1215/1222 modules 7 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-docs/dist/frameworks/react/propTypes/createType.js
<s> [webpack.Progress] 69% building 1216/1222 modules 6 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-docs/dist/frameworks/react/propTypes/createType.js
<s> [webpack.Progress] 69% building 1217/1222 modules 5 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-docs/dist/frameworks/react/propTypes/createType.js
<s> [webpack.Progress] 69% building 1218/1222 modules 4 active /Users/gabrielbourget/Desktop/Dev/personal/StorybookIntro/taskbox/node_modules/@storybook/addon-docs/dist/frameworks/react/propTypes/createType.js
